edge_id,hour,duration_mins,traffic_density,is_weekend,daily_train_volume,track_distance_km,trains_affected,delay_mins
MKO-SORO,16,120,1,1,4,14,1,49
MKO-SORO,0,240,0,0,4,14,0,0
MKO-SORO,9,240,1,1,4,14,1,65
MKO-SORO,10,60,1,1,4,14,1,46
MKO-SORO,14,480,2,1,4,14,2,223
MKO-SORO,8,480,1,1,4,14,1,163
MKO-SORO,1,60,0,1,4,14,0,0
MKO-SORO,23,360,0,1,4,14,0,0
MKO-SORO,6,240,1,1,4,14,1,71
MKO-SORO,20,60,0,0,4,14,0,0
MKO-SORO,0,120,0,1,4,14,0,0
MKO-SORO,8,60,0,1,4,14,0,0
MKO-SORO,22,60,0,0,4,14,0,0
BHC-MKO,12,180,0,1,4,15,0,0
BHC-MKO,1,480,1,1,4,15,1,165
BHC-MKO,18,300,1,0,4,15,1,87
BHC-MKO,7,300,2,1,4,15,2,159
BHC-MKO,12,480,2,0,4,15,2,232
BHC-MKO,16,60,1,1,4,15,1,41
BHC-MKO,23,120,0,0,4,15,0,0
BHC-MKO,9,480,2,1,4,15,2,238
BHC-MKO,22,240,0,1,4,15,0,0
BHC-MKO,19,180,1,0,4,15,1,39
BHC-MKO,0,240,0,0,4,15,0,0
BHC-MKO,4,120,0,1,4,15,0,0
BHC-MKO,3,360,1,1,4,15,1,115
BHC-MKO,5,360,2,0,4,15,2,183
BHC-MKO,17,120,0,1,4,15,0,0
DNKL-MCS,7,300,1,1,8,55,1,91
DNKL-MCS,18,120,1,0,8,55,1,44
DNKL-MCS,22,360,2,1,8,55,2,171
DNKL-MCS,5,120,1,0,8,55,1,46
DNKL-MCS,10,120,0,0,8,55,0,0
DNKL-MCS,10,240,0,0,8,55,0,0
DNKL-MCS,5,60,0,0,8,55,0,0
DNKL-MCS,2,180,0,0,8,55,0,0
DNKL-MCS,3,180,0,0,8,55,0,0
DNKL-MCS,10,480,2,1,8,55,2,223
DNKL-MCS,2,240,0,0,8,55,0,0
DNKL-MCS,10,180,0,1,8,55,0,0
DNKL-MCS,10,480,2,1,8,55,2,240
DNKL-MCS,13,480,4,1,8,55,4,391
DNKL-MCS,18,360,4,1,8,55,4,396
DNKL-MRDL,11,300,0,1,4,34,0,0
DNKL-MRDL,4,180,0,1,4,34,0,0
DNKL-MRDL,12,480,1,0,4,34,1,165
DNKL-MRDL,14,60,0,0,4,34,0,0
DNKL-MRDL,4,360,2,0,4,34,2,174
DNKL-MRDL,7,240,2,0,4,34,2,133
DNKL-MRDL,3,120,0,1,4,34,0,0
DNKL-MRDL,12,180,0,1,4,34,0,0
DNKL-MRDL,22,240,0,1,4,34,0,0
DNKL-MRDL,10,240,0,1,4,34,0,0
DNKL-MRDL,11,120,0,1,4,34,0,0
DNKL-MRDL,20,60,1,0,4,34,1,47
DNKL-MRDL,17,300,2,0,4,34,2,157
DNKL-MRDL,0,300,0,0,4,34,0,0
DNKL-MRDL,3,60,0,0,4,34,0,0
MRDL-TLHD,14,240,0,0,4,15,0,0
MRDL-TLHD,3,360,2,1,4,15,2,189
MRDL-TLHD,15,120,0,0,4,15,0,0
MRDL-TLHD,13,480,2,0,4,15,2,233
MRDL-TLHD,22,300,0,0,4,15,0,0
MRDL-TLHD,19,360,1,1,4,15,1,118
MRDL-TLHD,19,360,1,1,4,15,1,112
MRDL-TLHD,4,240,0,0,4,15,0,0
MRDL-TLHD,13,480,2,1,4,15,2,239
MRDL-TLHD,22,300,0,0,4,15,0,0
MRDL-TLHD,16,480,2,1,4,15,2,221
MRDL-TLHD,16,240,2,0,4,15,2,131
MRDL-TLHD,7,60,0,0,4,15,0,0
MRDL-TLHD,4,360,2,0,4,15,2,185
MRDL-TLHD,23,240,0,0,4,15,0,0
ANGL-BONA,9,240,5,0,22,38,5,387
ANGL-BONA,0,300,8,0,22,38,8,856
ANGL-BONA,12,300,1,1,22,38,1,93
ANGL-BONA,20,60,0,1,22,38,0,0
ANGL-BONA,2,120,3,0,22,38,3,190
ANGL-BONA,19,300,4,1,22,38,4,376
ANGL-BONA,17,240,3,0,22,38,3,205
ANGL-BONA,12,60,0,1,22,38,0,0
ANGL-BONA,16,480,6,1,22,38,6,720
ANGL-BONA,1,240,6,1,22,38,6,554
ANGL-BONA,3,60,0,1,22,38,0,0
ANGL-BONA,4,480,8,0,22,38,8,896
ANGL-BONA,20,300,5,0,22,38,5,420
ANGL-BONA,21,120,2,1,22,38,2,110
ANGL-BONA,22,360,9,1,22,38,10,1089
BONA-RAIR,19,240,2,1,17,47,2,125
BONA-RAIR,13,120,0,0,17,47,0,0
BONA-RAIR,21,360,7,0,17,47,7,769
BONA-RAIR,7,180,2,0,17,47,2,113
BONA-RAIR,18,120,0,0,17,47,0,0
BONA-RAIR,1,120,2,1,17,47,2,121
BONA-RAIR,10,480,5,0,17,47,5,500
BONA-RAIR,4,120,2,0,17,47,2,102
BONA-RAIR,5,60,1,0,17,47,1,44
BONA-RAIR,22,120,3,1,17,47,3,201
BONA-RAIR,2,480,5,1,17,47,5,588
BONA-RAIR,18,60,0,0,17,47,0,0
BONA-RAIR,3,300,2,0,17,47,2,152
BONA-RAIR,10,180,3,0,17,47,3,179
BONA-RAIR,12,240,0,1,17,47,0,0
RAIR-SBPD,21,360,5,0,9,69,5,449
RAIR-SBPD,22,360,6,0,9,69,6,615
RAIR-SBPD,1,240,1,0,9,69,1,67
RAIR-SBPD,11,120,0,0,9,69,0,0
RAIR-SBPD,14,120,0,0,9,69,0,0
RAIR-SBPD,13,180,0,1,9,69,0,0
RAIR-SBPD,13,120,0,1,9,69,0,0
RAIR-SBPD,5,120,0,0,9,69,0,0
RAIR-SBPD,23,240,4,0,9,69,4,329
RAIR-SBPD,2,240,1,0,9,69,1,64
RAIR-SBPD,1,480,1,1,9,69,1,168
RAIR-SBPD,16,480,5,1,9,69,5,574
RAIR-SBPD,7,60,0,1,9,69,0,0
RAIR-SBPD,1,480,1,1,9,69,1,160
RAIR-SBPD,7,180,0,0,9,69,0,0
BRPL-LSX,6,240,1,1,4,38,1,69
BRPL-LSX,20,180,0,1,4,38,0,0
BRPL-LSX,10,480,2,0,4,38,2,234
BRPL-LSX,17,180,1,1,4,38,1,45
BRPL-LSX,22,120,0,0,4,38,0,0
BRPL-LSX,2,480,1,0,4,38,1,160
BRPL-LSX,7,240,1,0,4,38,1,71
BRPL-LSX,22,300,0,0,4,38,0,0
BRPL-LSX,7,180,1,1,4,38,1,46
BRPL-LSX,4,120,0,1,4,38,0,0
BRPL-LSX,13,480,2,1,4,38,2,223
BRPL-LSX,23,240,0,0,4,38,0,0
BRPL-LSX,2,240,0,1,4,38,0,0
BRPL-LSX,9,180,0,1,4,38,0,0
BRPL-LSX,4,60,0,0,4,38,0,0
BLGR-LSX,14,300,2,0,4,19,2,162
BLGR-LSX,8,480,2,0,4,19,2,230
BLGR-LSX,23,360,0,0,4,19,0,0
BLGR-LSX,10,360,2,0,4,19,2,186
BLGR-LSX,18,480,1,0,4,19,1,162
BLGR-LSX,18,180,1,0,4,19,1,45
BLGR-LSX,20,480,0,1,4,19,0,0
BLGR-LSX,19,300,0,0,4,19,0,0
BLGR-LSX,10,180,0,0,4,19,0,0
BLGR-LSX,13,300,2,0,4,19,2,158
BLGR-LSX,13,180,2,1,4,19,2,118
BLGR-LSX,14,180,1,0,4,19,1,41
BLGR-LSX,19,360,0,0,4,19,0,0
BLGR-LSX,15,180,0,1,4,19,0,0
BLGR-LSX,1,300,0,0,4,19,0,0
BCT-DDR,8,180,1,1,15,6,1,44
BCT-DDR,23,360,4,1,15,6,4,395
BCT-DDR,20,240,1,0,15,6,1,70
BCT-DDR,1,300,6,1,15,6,6,670
BCT-DDR,21,180,1,1,15,6,1,42
BCT-DDR,15,60,0,1,15,6,0,0
BCT-DDR,1,240,4,0,15,6,4,285
BCT-DDR,9,180,0,0,15,6,0,0
BCT-DDR,21,60,0,0,15,6,0,0
BCT-DDR,21,180,1,0,15,6,1,46
BCT-DDR,1,360,8,0,15,6,8,965
BCT-DDR,10,480,2,0,15,6,2,227
BCT-DDR,15,120,1,1,15,6,1,46
BCT-DDR,17,240,2,0,15,6,2,127
BCT-DDR,13,360,2,1,15,6,2,185
BVI-PLG,22,60,1,1,11,57,1,48
BVI-PLG,7,180,3,0,11,57,3,177
BVI-PLG,17,360,3,0,11,57,3,245
BVI-PLG,5,240,5,1,11,57,5,443
BVI-PLG,9,240,1,0,11,57,1,68
BVI-PLG,9,300,1,1,11,57,1,97
BVI-PLG,14,120,2,1,11,57,2,110
BVI-PLG,10,120,0,1,11,57,0,0
BVI-PLG,16,180,2,1,11,57,2,111
BVI-PLG,0,360,2,1,11,57,2,173
BVI-PLG,3,480,5,0,11,57,5,539
BVI-PLG,9,480,3,1,11,57,3,320
BVI-PLG,4,60,0,0,11,57,0,0
BVI-PLG,21,480,1,0,11,57,1,167
BVI-PLG,0,120,0,0,11,57,0,0
BL-PLG,18,300,0,1,1,107,0,0
BL-PLG,0,120,0,1,1,107,0,0
BL-PLG,16,300,0,1,1,107,0,0
BL-PLG,2,120,0,1,1,107,0,0
BL-PLG,15,180,0,1,1,107,0,0
BL-PLG,13,300,0,0,1,107,0,0
BL-PLG,1,180,0,1,1,107,0,0
BL-PLG,21,240,1,0,1,107,1,67
BL-PLG,19,180,0,1,1,107,0,0
BL-PLG,20,300,1,1,1,107,1,97
BL-PLG,11,360,0,0,1,107,0,0
BL-PLG,9,360,0,1,1,107,0,0
BL-PLG,15,60,0,0,1,107,0,0
BL-PLG,1,180,0,0,1,107,0,0
BL-PLG,6,180,0,1,1,107,0,0
BL-DRD,7,480,0,0,1,74,0,0
BL-DRD,7,480,0,1,1,74,0,0
BL-DRD,11,300,0,1,1,74,0,0
BL-DRD,12,240,0,0,1,74,0,0
BL-DRD,17,240,0,0,1,74,0,0
BL-DRD,15,240,0,0,1,74,0,0
BL-DRD,19,240,0,0,1,74,0,0
BL-DRD,1,120,0,0,1,74,0,0
BL-DRD,20,360,0,0,1,74,0,0
BL-DRD,1,300,1,1,1,74,1,96
BL-DRD,6,480,0,1,1,74,0,0
BL-DRD,15,360,0,0,1,74,0,0
BL-DRD,10,180,0,1,1,74,0,0
BL-DRD,10,360,0,0,1,74,0,0
BL-DRD,15,240,0,0,1,74,0,0
BVI-DRD,16,60,0,0,9,90,0,0
BVI-DRD,3,360,3,1,9,90,3,254
BVI-DRD,2,180,2,1,9,90,2,101
BVI-DRD,11,480,5,1,9,90,5,506
BVI-DRD,12,180,4,0,9,90,4,256
BVI-DRD,17,360,1,0,9,90,1,118
BVI-DRD,21,180,1,1,9,90,1,42
BVI-DRD,9,120,0,0,9,90,0,0
BVI-DRD,10,360,5,1,9,90,5,483
BVI-DRD,4,60,2,1,9,90,2,110
BVI-DRD,11,300,5,0,9,90,5,436
BVI-DRD,5,60,1,1,9,90,1,45
BVI-DRD,10,120,0,0,9,90,0,0
BVI-DRD,2,480,3,1,9,90,3,330
BVI-DRD,8,300,3,1,9,90,3,248
MTC-MUT,5,240,4,0,17,4,4,316
MTC-MUT,21,120,3,0,17,4,3,191
MTC-MUT,8,360,5,1,17,4,5,493
MTC-MUT,11,480,4,0,17,4,4,413
MTC-MUT,0,360,2,1,17,4,2,188
MTC-MUT,21,180,3,0,17,4,3,165
MTC-MUT,10,480,5,0,17,4,5,509
MTC-MUT,18,60,1,0,17,4,1,42
MTC-MUT,3,240,1,0,17,4,1,67
MTC-MUT,2,300,1,1,17,4,1,92
MTC-MUT,11,120,0,1,17,4,0,0
MTC-MUT,6,360,6,0,17,4,6,561
MTC-MUT,2,360,2,0,17,4,2,186
MTC-MUT,12,300,2,1,17,4,2,148
MTC-MUT,14,240,3,1,17,4,3,222
MOZ-MUT,22,360,0,1,6,52,0,0
MOZ-MUT,13,480,2,0,6,52,2,227
MOZ-MUT,21,480,2,0,6,52,2,233
MOZ-MUT,7,120,1,0,6,52,1,46
MOZ-MUT,2,60,0,1,6,52,0,0
MOZ-MUT,14,360,2,1,6,52,2,182
MOZ-MUT,2,300,1,0,6,52,1,93
MOZ-MUT,2,60,0,1,6,52,0,0
MOZ-MUT,4,360,3,1,6,52,3,276
MOZ-MUT,8,240,1,0,6,52,1,70
MOZ-MUT,16,60,0,0,6,52,0,0
MOZ-MUT,2,240,1,1,6,52,1,65
MOZ-MUT,1,480,2,1,6,52,2,221
MOZ-MUT,10,120,0,0,6,52,0,0
MOZ-MUT,0,480,2,1,6,52,2,230
LPJ-PBR,5,360,1,1,2,89,1,119
LPJ-PBR,15,120,1,0,2,89,1,42
LPJ-PBR,6,60,0,1,2,89,0,0
LPJ-PBR,7,300,1,1,2,89,1,89
LPJ-PBR,6,480,1,0,2,89,1,165
LPJ-PBR,9,120,0,1,2,89,0,0
LPJ-PBR,15,480,1,1,2,89,1,163
LPJ-PBR,8,480,0,0,2,89,0,0
LPJ-PBR,15,300,1,0,2,89,1,91
LPJ-PBR,17,240,0,0,2,89,0,0
LPJ-PBR,7,240,1,0,2,89,1,69
LPJ-PBR,9,240,0,1,2,89,0,0
LPJ-PBR,19,120,0,1,2,89,0,0
LPJ-PBR,10,300,0,0,2,89,0,0
LPJ-PBR,8,120,0,0,2,89,0,0
JAM-LPJ,23,300,1,1,6,43,1,95
JAM-LPJ,1,480,2,1,6,43,2,226
JAM-LPJ,16,480,2,1,6,43,2,226
JAM-LPJ,4,300,1,1,6,43,1,96
JAM-LPJ,3,60,0,1,6,43,0,0
JAM-LPJ,6,360,2,1,6,43,2,178
JAM-LPJ,21,60,0,1,6,43,0,0
JAM-LPJ,21,240,1,0,6,43,1,70
JAM-LPJ,21,480,2,1,6,43,2,231
JAM-LPJ,20,60,0,1,6,43,0,0
JAM-LPJ,5,180,0,1,6,43,0,0
JAM-LPJ,4,480,2,1,6,43,2,220
JAM-LPJ,12,60,0,0,6,43,0,0
JAM-LPJ,10,180,0,0,6,43,0,0
JAM-LPJ,14,300,2,0,6,43,2,152
RJT-SUNR,7,60,0,0,25,116,0,0
RJT-SUNR,23,240,1,0,25,116,1,65
RJT-SUNR,10,240,6,0,25,116,6,553
RJT-SUNR,13,180,0,0,25,116,0,0
RJT-SUNR,3,240,10,0,25,116,10,1064
RJT-SUNR,15,180,3,0,25,116,3,187
RJT-SUNR,14,240,3,0,25,116,3,208
RJT-SUNR,13,480,5,0,25,116,5,484
RJT-SUNR,13,240,3,0,25,116,3,224
RJT-SUNR,17,300,2,0,25,116,2,148
RJT-SUNR,6,480,10,0,25,116,10,1245
RJT-SUNR,5,180,6,1,25,116,6,594
RJT-SUNR,20,240,4,1,25,116,4,354
RJT-SUNR,9,120,1,0,25,116,1,46
RJT-SUNR,3,120,4,1,25,116,4,315
BSL-NDB,7,240,0,1,5,174,0,0
BSL-NDB,19,120,1,1,5,174,1,48
BSL-NDB,7,480,0,0,5,174,0,0
BSL-NDB,16,120,0,1,5,174,0,0
BSL-NDB,18,480,5,1,5,174,5,553
BSL-NDB,23,60,0,1,5,174,0,0
BSL-NDB,8,180,0,0,5,174,0,0
BSL-NDB,19,480,5,0,5,174,5,492
BSL-NDB,8,240,0,0,5,174,0,0
BSL-NDB,22,360,4,0,5,174,4,347
BSL-NDB,12,180,0,1,5,174,0,0
BSL-NDB,10,300,0,0,5,174,0,0
BSL-NDB,15,360,1,0,5,174,1,115
BSL-NDB,19,60,1,1,5,174,1,41
BSL-NDB,16,300,1,0,5,174,1,90
HAPA-HWH,1,360,0,1,1,2410,0,0
HAPA-HWH,21,240,0,1,1,2410,0,0
HAPA-HWH,7,360,0,0,1,2410,0,0
HAPA-HWH,9,480,1,1,1,2410,1,161
HAPA-HWH,1,360,0,1,1,2410,0,0
HAPA-HWH,5,60,0,1,1,2410,0,0
HAPA-HWH,6,300,0,1,1,2410,0,0
HAPA-HWH,10,240,0,0,1,2410,0,0
HAPA-HWH,12,480,1,1,1,2410,1,163
HAPA-HWH,0,60,0,0,1,2410,0,0
HAPA-HWH,5,480,0,1,1,2410,0,0
HAPA-HWH,5,120,0,1,1,2410,0,0
HAPA-HWH,23,180,0,1,1,2410,0,0
HAPA-HWH,3,180,0,0,1,2410,0,0
HAPA-HWH,1,240,0,0,1,2410,0,0
KGP-KMBL,2,300,0,0,1,2357,0,0
KGP-KMBL,10,60,0,0,1,2357,0,0
KGP-KMBL,23,300,1,1,1,2357,1,95
KGP-KMBL,20,180,0,1,1,2357,0,0
KGP-KMBL,10,240,0,0,1,2357,0,0
KGP-KMBL,13,300,0,0,1,2357,0,0
KGP-KMBL,19,360,1,1,1,2357,1,116
KGP-KMBL,5,300,0,1,1,2357,0,0
KGP-KMBL,11,240,0,1,1,2357,0,0
KGP-KMBL,18,240,0,0,1,2357,0,0
KGP-KMBL,5,480,0,1,1,2357,0,0
KGP-KMBL,22,60,0,1,1,2357,0,0
KGP-KMBL,8,180,0,0,1,2357,0,0
KGP-KMBL,4,480,0,0,1,2357,0,0
KGP-KMBL,2,240,0,0,1,2357,0,0
DWK-KMBL,21,360,5,0,22,85,5,496
DWK-KMBL,21,360,5,0,22,85,5,489
DWK-KMBL,7,300,9,1,22,85,10,1145
DWK-KMBL,10,360,7,0,22,85,7,811
DWK-KMBL,19,180,2,1,22,85,2,99
DWK-KMBL,2,360,4,1,22,85,4,371
DWK-KMBL,2,480,7,1,22,85,8,910
DWK-KMBL,4,300,5,0,22,85,5,466
DWK-KMBL,7,180,5,0,22,85,5,382
DWK-KMBL,20,240,1,1,22,85,1,67
DWK-KMBL,0,360,5,0,22,85,5,447
DWK-KMBL,1,180,3,1,22,85,3,180
DWK-KMBL,23,480,6,1,22,85,6,737
DWK-KMBL,19,180,2,0,22,85,2,103
DWK-KMBL,21,300,4,0,22,85,4,341
DWK-TATA,13,60,0,1,1,2308,0,0
DWK-TATA,3,180,0,0,1,2308,0,0
DWK-TATA,15,360,1,0,1,2308,1,115
DWK-TATA,2,300,0,0,1,2308,0,0
DWK-TATA,2,120,0,1,1,2308,0,0
DWK-TATA,11,480,0,0,1,2308,0,0
DWK-TATA,12,240,0,0,1,2308,0,0
DWK-TATA,15,120,0,1,1,2308,0,0
DWK-TATA,8,360,0,0,1,2308,0,0
DWK-TATA,6,60,0,0,1,2308,0,0
DWK-TATA,4,120,0,1,1,2308,0,0
DWK-TATA,19,240,1,0,1,2308,1,71
DWK-TATA,1,360,0,1,1,2308,0,0
DWK-TATA,23,120,0,0,1,2308,0,0
DWK-TATA,20,240,0,0,1,2308,0,0
CKP-OKHA,5,180,0,1,1,2274,0,0
CKP-OKHA,2,240,1,1,1,2274,1,67
CKP-OKHA,0,120,0,1,1,2274,0,0
CKP-OKHA,20,300,0,1,1,2274,0,0
CKP-OKHA,21,180,0,0,1,2274,0,0
CKP-OKHA,19,360,0,0,1,2274,0,0
CKP-OKHA,23,60,0,1,1,2274,0,0
CKP-OKHA,4,300,0,0,1,2274,0,0
CKP-OKHA,19,360,0,0,1,2274,0,0
CKP-OKHA,5,360,0,0,1,2274,0,0
CKP-OKHA,21,480,1,1,1,2274,1,161
CKP-OKHA,9,240,0,0,1,2274,0,0
CKP-OKHA,12,480,0,1,1,2274,0,0
CKP-OKHA,8,300,0,1,1,2274,0,0
CKP-OKHA,14,60,0,1,1,2274,0,0
OKHA-ROU,15,240,0,0,1,2173,0,0
OKHA-ROU,20,240,0,1,1,2173,0,0
OKHA-ROU,7,360,0,0,1,2173,0,0
OKHA-ROU,13,480,0,1,1,2173,0,0
OKHA-ROU,20,300,1,0,1,2173,1,89
OKHA-ROU,20,240,0,1,1,2173,0,0
OKHA-ROU,9,300,0,1,1,2173,0,0
OKHA-ROU,20,240,0,0,1,2173,0,0
OKHA-ROU,7,480,0,1,1,2173,0,0
OKHA-ROU,0,180,1,1,1,2173,1,46
OKHA-ROU,7,240,0,1,1,2173,0,0
OKHA-ROU,14,180,0,0,1,2173,0,0
OKHA-ROU,5,120,0,1,1,2173,0,0
OKHA-ROU,6,180,0,0,1,2173,0,0
OKHA-ROU,2,480,0,0,1,2173,0,0
BRC-BVI,22,240,0,1,2,362,0,0
BRC-BVI,14,360,1,1,2,362,1,119
BRC-BVI,14,480,1,1,2,362,1,169
BRC-BVI,22,240,0,1,2,362,0,0
BRC-BVI,4,180,0,1,2,362,0,0
BRC-BVI,2,240,0,0,2,362,0,0
BRC-BVI,19,300,0,1,2,362,0,0
BRC-BVI,22,120,0,1,2,362,0,0
BRC-BVI,12,360,1,0,2,362,1,114
BRC-BVI,14,360,1,0,2,362,1,116
BRC-BVI,8,180,0,0,2,362,0,0
BRC-BVI,10,240,1,0,2,362,1,69
BRC-BVI,1,240,0,1,2,362,0,0
BRC-BVI,4,120,0,1,2,362,0,0
BRC-BVI,2,120,0,1,2,362,0,0
BRC-DHD,16,360,3,1,15,148,3,267
BRC-DHD,17,180,1,0,15,148,1,41
BRC-DHD,5,480,2,1,15,148,2,238
BRC-DHD,19,180,2,1,15,148,2,120
BRC-DHD,13,360,2,0,15,148,2,186
BRC-DHD,20,480,10,0,15,148,10,1106
BRC-DHD,19,480,11,0,15,148,11,1230
BRC-DHD,20,180,3,0,15,148,3,181
BRC-DHD,2,240,2,0,15,148,2,134
BRC-DHD,20,60,0,1,15,148,0,0
BRC-DHD,3,180,2,1,15,148,2,118
BRC-DHD,21,60,1,1,15,148,1,44
BRC-DHD,20,120,1,1,15,148,1,46
BRC-DHD,4,360,2,1,15,148,2,186
BRC-DHD,17,360,4,0,15,148,4,369
BTE-NZM,4,480,1,1,2,167,1,168
BTE-NZM,2,300,0,1,2,167,0,0
BTE-NZM,3,180,0,1,2,167,0,0
BTE-NZM,15,180,0,1,2,167,0,0
BTE-NZM,14,360,0,0,2,167,0,0
BTE-NZM,21,300,1,0,2,167,1,89
BTE-NZM,3,360,1,0,2,167,1,114
BTE-NZM,18,120,0,1,2,167,0,0
BTE-NZM,6,300,1,1,2,167,1,88
BTE-NZM,7,60,1,1,2,167,1,48
BTE-NZM,0,360,0,0,2,167,0,0
BTE-NZM,12,120,0,0,2,167,0,0
BTE-NZM,7,300,1,1,2,167,1,89
BTE-NZM,7,480,1,1,2,167,1,164
BTE-NZM,3,360,1,0,2,167,1,115
HBJ-SJP,0,240,2,0,4,86,2,121
HBJ-SJP,18,240,0,1,4,86,0,0
HBJ-SJP,2,120,0,1,4,86,0,0
HBJ-SJP,16,60,0,0,4,86,0,0
HBJ-SJP,5,300,0,0,4,86,0,0
HBJ-SJP,21,120,0,0,4,86,0,0
HBJ-SJP,23,180,4,1,4,86,4,296
HBJ-SJP,2,240,0,1,4,86,0,0
HBJ-SJP,9,120,0,0,4,86,0,0
HBJ-SJP,12,300,0,1,4,86,0,0
HBJ-SJP,23,360,4,0,4,86,4,369
HBJ-SJP,19,240,0,1,4,86,0,0
HBJ-SJP,19,480,4,0,4,86,4,396
HBJ-SJP,5,300,0,1,4,86,0,0
HBJ-SJP,9,240,0,1,4,86,0,0
BZU-HBJ,11,120,0,0,2,193,0,0
BZU-HBJ,11,60,0,0,2,193,0,0
BZU-HBJ,3,240,0,1,2,193,0,0
BZU-HBJ,13,60,0,0,2,193,0,0
BZU-HBJ,19,360,1,1,2,193,1,120
BZU-HBJ,13,120,0,0,2,193,0,0
BZU-HBJ,18,60,0,1,2,193,0,0
BZU-HBJ,0,480,1,0,2,193,1,161
BZU-HBJ,20,240,1,0,2,193,1,70
BZU-HBJ,6,480,0,0,2,193,0,0
BZU-HBJ,10,180,0,0,2,193,0,0
BZU-HBJ,3,60,0,0,2,193,0,0
BZU-HBJ,9,360,0,1,2,193,0,0
BZU-HBJ,14,120,0,1,2,193,0,0
BZU-HBJ,16,240,0,0,2,193,0,0
ADI-SBI,12,300,4,1,36,7,4,359
ADI-SBI,9,480,8,1,36,7,9,1003
ADI-SBI,14,180,2,0,36,7,2,103
ADI-SBI,23,480,12,1,36,7,13,1511
ADI-SBI,23,300,9,0,36,7,9,1067
ADI-SBI,0,60,2,0,36,7,2,112
ADI-SBI,6,180,6,0,36,7,6,573
ADI-SBI,4,480,11,0,36,7,11,1190
ADI-SBI,16,120,2,1,36,7,2,113
ADI-SBI,13,120,1,1,36,7,1,46
ADI-SBI,0,180,5,1,36,7,5,404
ADI-SBI,22,120,4,0,36,7,4,254
ADI-SBI,3,360,8,1,36,7,9,935
ADI-SBI,2,360,7,0,36,7,7,709
ADI-SBI,23,240,8,0,36,7,8,896
MSH-SBI,6,180,6,1,30,63,6,521
MSH-SBI,3,180,1,0,30,63,1,40
MSH-SBI,16,480,14,0,30,63,14,1702
MSH-SBI,18,480,15,1,30,63,17,2007
MSH-SBI,20,180,9,0,30,63,9,1033
MSH-SBI,17,120,4,0,30,63,4,276
MSH-SBI,23,60,0,0,30,63,0,0
MSH-SBI,22,180,3,0,30,63,3,188
MSH-SBI,12,60,0,1,30,63,0,0
MSH-SBI,12,180,1,0,30,63,1,40
MSH-SBI,15,180,2,1,30,63,2,113
MSH-SBI,19,180,9,1,30,63,10,1065
MSH-SBI,1,180,1,1,30,63,1,45
MSH-SBI,10,120,4,0,30,63,4,278
MSH-SBI,20,60,1,1,30,63,1,47
MSH-UJA,7,480,8,0,24,21,8,915
MSH-UJA,6,180,3,0,24,21,3,176
MSH-UJA,3,180,2,1,24,21,2,113
MSH-UJA,12,240,4,0,24,21,4,303
MSH-UJA,3,300,5,1,24,21,5,509
MSH-UJA,8,480,7,1,24,21,8,927
MSH-UJA,15,120,1,1,24,21,1,44
MSH-UJA,6,240,3,0,24,21,3,209
MSH-UJA,22,180,4,1,24,21,4,305
MSH-UJA,1,480,7,1,24,21,8,1015
MSH-UJA,1,180,2,0,24,21,2,102
MSH-UJA,17,180,4,0,24,21,4,264
MSH-UJA,13,240,4,0,24,21,4,285
MSH-UJA,16,300,5,1,24,21,5,459
MSH-UJA,15,240,3,1,24,21,3,225
PNU-UJA,12,300,0,0,4,44,0,0
PNU-UJA,3,60,0,0,4,44,0,0
PNU-UJA,22,120,0,0,4,44,0,0
PNU-UJA,10,180,0,0,4,44,0,0
PNU-UJA,23,120,1,1,4,44,1,43
PNU-UJA,16,360,1,1,4,44,1,113
PNU-UJA,9,120,0,1,4,44,0,0
PNU-UJA,22,480,3,1,4,44,3,320
PNU-UJA,1,120,0,0,4,44,0,0
PNU-UJA,16,480,1,0,4,44,1,159
PNU-UJA,0,60,1,0,4,44,1,44
PNU-UJA,16,60,0,0,4,44,0,0
PNU-UJA,1,360,2,0,4,44,2,166
PNU-UJA,19,120,1,0,4,44,1,40
PNU-UJA,4,240,2,1,4,44,2,142
BER-FA,12,240,0,0,4,154,0,0
BER-FA,20,120,1,0,4,154,1,44
BER-FA,18,360,4,0,4,154,4,335
BER-FA,18,480,4,0,4,154,4,396
BER-FA,22,360,3,1,4,154,3,262
BER-FA,20,300,4,1,4,154,4,319
BER-FA,13,180,0,1,4,154,0,0
BER-FA,3,240,0,1,4,154,0,0
BER-FA,17,480,4,1,4,154,4,428
BER-FA,11,240,0,1,4,154,0,0
BER-FA,7,180,0,1,4,154,0,0
BER-FA,8,360,0,1,4,154,0,0
BER-FA,0,60,0,0,4,154,0,0
BER-FA,6,480,0,1,4,154,0,0
BER-FA,15,240,0,0,4,154,0,0
GGN-PTRD,7,300,2,1,11,30,2,152
GGN-PTRD,11,180,0,0,11,30,0,0
GGN-PTRD,19,60,1,1,11,30,1,42
GGN-PTRD,9,60,0,1,11,30,0,0
GGN-PTRD,12,240,0,0,11,30,0,0
GGN-PTRD,4,60,1,0,11,30,1,40
GGN-PTRD,14,240,1,0,11,30,1,67
GGN-PTRD,9,360,0,0,11,30,0,0
GGN-PTRD,6,240,2,1,11,30,2,137
GGN-PTRD,15,360,3,1,11,30,3,286
GGN-PTRD,1,480,6,1,11,30,6,672
GGN-PTRD,6,180,2,0,11,30,2,98
